,repo,file path,code,variables,called paragraphs,LOC,summary,Linked Programs,Called Programs,File Calls,granite generated summary,function name,refined summary2,reference coverage,hallucination detection
77,cicsdev_cics-async-api-redbooks,X-COBOL/X-COBOL/COBOL_Files/cicsdev_cics-async-api-redbooks/WEBHOME.cbl,"       GET-INPUT-ACCOUNT-NUMBER.
           EXEC CICS RECEIVE INTO       ( READ-INPUT )
                             LENGTH     ( READ-INPUT-LENGTH )
                             NOTRUNCATE
                             RESP       ( COMMAND-RESP )
                             RESP2      ( COMMAND-RESP2 )
           END-EXEC

           IF INPUTACCNUM = '    '
           THEN 
             MOVE '9999' TO CUST-NO-IN
             MOVE '9999' TO ACCOUNT-NUM
           ELSE
             MOVE INPUTACCNUM TO CUST-NO-IN
             MOVE INPUTACCNUM TO ACCOUNT-NUM
           END-IF

           PERFORM PRINT-TEXT-TO-SCREEN
           .

       PRINT-CURRENT-ACCOUNTS-DETAILS.
           IF NUMBER-OF-ACCOUNTS OF CURRENT-ACCOUNTS > 0 THEN
             MOVE 1 TO COUNTER
             PERFORM UNTIL COUNTER > 
                       NUMBER-OF-ACCOUNTS OF CURRENT-ACCOUNTS
               INITIALIZE STATUS-MSG
               STRING 'Acc: '
                      DELIMITED BY SIZE
                      ACCT-NUMBER OF CURRENT-ACCOUNTS (COUNTER)
                      DELIMITED BY SPACE
                      ' Bal: $'
                      DELIMITED BY SIZE
                      BALANCE OF CURRENT-ACCOUNTS (COUNTER)
                      DELIMITED BY SIZE
                      ' Overdraft: $'
                      DELIMITED BY SIZE
                      OVERDRAFT OF CURRENT-ACCOUNTS (COUNTER)
                      DELIMITED BY SIZE
                    INTO MSG-TEXT
               PERFORM PRINT-STATUS-MESSAGE
               ADD 1 TO COUNTER
             END-PERFORM
           END-IF
           .","       1 ACCOUNT-NUMBER-IN.

         2 CUST-NO-IN             PIC X(4).

       1 RETURN-DATA.

         2 CUSTOMER-ACCOUNTS.

          3 CURRENT-ACCOUNTS.

           4  NUMBER-OF-ACCOUNTS  PIC S9(4) COMP-5 SYNC VALUE 9.

           4  ACCOUNT-DETAILS OCCURS 5 TIMES.

            5  ACCT-NUMBER        PIC X(8) VALUE ' '.

            5  BALANCE            PIC X(8) VALUE ' '.

            5  OVERDRAFT          PIC X(8) VALUE ' '.

          3 PARTNER-ACCOUNTS.

           4  NUMBER-OF-ACCOUNTS  PIC S9(4) COMP-5 SYNC VALUE 9.

           4  ACCOUNT-DETAILS OCCURS 5 TIMES.

            5  ACCT-NUMBER        PIC X(8) VALUE ' '.

            5  BALANCE            PIC X(8) VALUE ' '.

            5  OVERDRAFT          PIC X(8) VALUE ' '.

       1 TERMINAL-STATUS.

         2 ACCOUNT-NUM            PIC X(4)  VALUE '    '.

       1 STATUS-MSG.

         2 MSG-TEXT              PIC X(61) VALUE ' '.

       1 READ-INPUT.

         2 INPUTACCNUM           PIC X(4) VALUE '    '.

       1 READ-INPUT-LENGTH       PIC S9(4) COMP-5 SYNC VALUE 9.

       1 COMMAND-RESP            PIC S9(8) COMP.

       1 COMMAND-RESP2           PIC S9(8) COMP.

       1 COUNTER                 PIC S9(4) COMP-5 SYNC VALUE 9.
","['PRINT-TEXT-TO-SCREEN', 'PRINT-STATUS-MESSAGE']",47,"Retrieve the customer account number, which should be specified on the terminal command after the transaction ID.",,,,"### Response:
This code is used to print text to the screen using the CICS (Customer Information Control System) transaction processing system. The CICS SEND command is used to send the contents of the TERMINAL-STATUS variable to the terminal associated with the current program, and the options specified in the command ensure that the terminal is waiting for input, that any available keyboard buffer space is freed, and that any existing output on the terminal is erased before the new text is printed.",GET-INPUT-ACCOUNT-NUMBER,"This COBOL code is used to get the input account number from the user. It uses the CICS RECEIVE INTO statement to read the input and store it in the READ-INPUT variable. The length of the input is stored in the READ-INPUT-LENGTH variable. If the input account number is empty, it sets the CUST-NO-IN and ACCOUNT-NUM variables to '9999'. Otherwise, it moves the input account number to both CUST-NO-IN and ACCOUNT-NUM. Finally, it sends the text to the screen.",0.75,1
118,walmartlabs_zECS,X-COBOL/X-COBOL/COBOL_Files/walmartlabs_zECS/ZECS001.cbl,"       1300-QUERY-STRING.
           IF  WEB-HTTPMETHOD EQUAL WEB-HTTP-POST    OR
               WEB-HTTPMETHOD EQUAL WEB-HTTP-PUT
               PERFORM 1310-TTL          THRU 1310-EXIT.

           IF  WEB-HTTPMETHOD EQUAL WEB-HTTP-DELETE
               PERFORM 1320-CLEAR        THRU 1320-EXIT.

           IF  URI-PATH-LENGTH EQUAL ZEROES
               MOVE HTTP-KEY-ZERO          TO HTTP-400-TEXT
               PERFORM 9400-STATUS-400   THRU 9400-EXIT
               PERFORM 9000-RETURN       THRU 9000-EXIT.","       01  HTTP-400-TEXT          PIC  X(32) VALUE SPACES.

       01  HTTP-KEY-ZERO.

       01  URI-PATH-LENGTH        PIC S9(08) COMP VALUE ZEROES.

       01  WEB-HTTPMETHOD         PIC  X(10) VALUE SPACES.

       01  WEB-HTTP-PUT           PIC  X(10) VALUE 'PUT'.

       01  WEB-HTTP-POST          PIC  X(10) VALUE 'POST'.

       01  WEB-HTTP-DELETE        PIC  X(10) VALUE 'DELETE'.
","['1320-EXIT', '9400-EXIT', '9400-STATUS-400', '1310-EXIT', '1320-CLEAR', '9000-EXIT', '9000-RETURN', '1310-TTL']",11,"Process query string. In this paragraph, all special processing must be handled in one of the PERFORM statements and must XCTL from the zECS service program. After special processing has been checked, this paragraph will check the KEY length as determined in the 1160-MOVE-URI paragraph. If the KEY length (URI-PATH-LENGTH) is zero, then issue a 400 status code, as the key must be provided on all non-special processing.",,,,"Exit is a common programming term that refers to the act of leaving a program or subroutine. Exit can be used to terminate a program, return control to a calling routine, or exit a loop or conditional block. Exit is often used when a certain condition is met, such as an error condition or the completion of a task.

In COBOL, the EXIT statement is used to exit from a program or subroutine. It is similar to the RETURN statement in other programming languages. When the EXIT statement is executed, the program immediately terminates and returns control to the calling program or operating system.

In the given code snippet, the EXIT statement is used to exit from the current program or subroutine. The code checks the value of the variable ""EXIT"" and performs different actions based on its value. If the value of ""EXIT"" is greater than zero, the program performs some calculations and then exits. Otherwise, it continues executing the program.

Overall, the EXIT statement is a useful tool for controlling the flow of a program and can be used to terminate a program or return control to a calling routine.",1300-QUERY-STRING,"This COBOL code is part of a larger program that handles HTTP requests. It checks the HTTP method of the request and performs different actions based on the method. If the method is POST or PUT, it calls a subroutine to set a time limit for a record. If the method is DELETE, it calls a subroutine that handles web queries and performs actions based on a query string. If the URI path length is zero, it sets the HTTP status to a client error (400) and returns.",0.5,1
106,walmartlabs_zECS,X-COBOL/X-COBOL/COBOL_Files/walmartlabs_zECS/ZECS000.cbl,"       8000-RESTART.

           MOVE LENGTH OF ZC-PARM TO ZC-LENGTH.
           MOVE LOW-VALUES        TO ZC-KEY.

           EXEC CICS START TRANSID(EIBTRNID)
                INTERVAL(1500)
                FROM    (ZC-PARM)
                LENGTH  (ZC-LENGTH)
                NOHANDLE
           END-EXEC.","       01  ZC-PARM.

           02  ZC-KEY             PIC  X(16) VALUE LOW-VALUES.

       01  ZC-LENGTH              PIC S9(04) COMP VALUE 20.
",[],10,Restart (ICE chain). 15 minute interval for normal processing,,,,"### Response:
This code is used to restart a transaction in a mainframe environment using the CICS (Customer Information Control System) transaction processing system. The code moves the length of a parameter (ZC-PARM) into another variable (ZC-LENGTH), and then uses the CICS START TRANSID statement to initiate a new transaction with a specified transaction ID (EIBTRNID). The transaction will run every 1500 seconds, and it will retrieve data from the ZC-PARM parameter with a length of ZC-LENGTH. The NOHANDLE option ensures that the transaction does not generate a handle that can be used to refer to it later.",8000-RESTART,This COBOL code is used to restart a transaction. It moves the length of a parameter to a variable called ZC-LENGTH and then moves the low-values to a variable called ZC-KEY. It then executes a CICS START TRANSID command with the given parameters.,0.5,1
91,walmartlabs_zECS,X-COBOL/X-COBOL/COBOL_Files/walmartlabs_zECS/ZECS000.cbl,"       1100-CONTROL.
           PERFORM 1200-ENQ            THRU 1200-EXIT.

           MOVE EIBTRNID                 TO ZX-KEY.
           MOVE LENGTH OF ZX-RECORD      TO ZX-LENGTH.

           EXEC CICS READ
                FILE   (ZX-FCT)
                RIDFLD (ZX-KEY)
                INTO   (ZX-RECORD)
                LENGTH (ZX-LENGTH)
                RESP   (ZX-RESP)
                UPDATE
                NOHANDLE
           END-EXEC.

           IF  ZX-RESP EQUAL DFHRESP(NOTFND)
               PERFORM 1300-WRITE      THRU 1300-EXIT.

           IF  ZX-RESP EQUAL DFHRESP(NORMAL)
               PERFORM 1400-UPDATE     THRU 1400-EXIT.","       01  ZX-FCT                 PIC  X(08) VALUE 'ZCEXPIRE'.

       01  ZX-RESP                PIC S9(08) COMP VALUE ZEROES.

       01  ZX-LENGTH              PIC S9(04) COMP VALUE ZEROES.

       01  ZX-RECORD.

           02  ZX-KEY             PIC  X(04).
","['1400-UPDATE', '1200-EXIT', '1200-ENQ', '1300-WRITE', '1400-EXIT', '1300-EXIT']",20,Read zcEXPIRE control file when a 'resume' key is not provided on the RETRIEVE command. Issue an ENQ to serialize the expiration proces.,,,['EXECCICSREA'],"1200-ENQ: This code moves the length of a parameter (ZC-PARM) into another variable (ZC-LENGTH), and then uses the CICS START TRANSID statement to initiate a new transaction with a specified transaction ID (EIBTRNID). The transaction will run every 1500 seconds, and it will retrieve data from the ZC-PARM parameter with a length of ZC-LENGTH. The NOHANDLE option ensures that the transaction does not generate a handle that can be used to refer to it later.

1300-WRITE: This code moves the length of a parameter (ZC-PARM) into another variable (ZC-LENGTH), and then uses the CICS FORMATTIME statement to format the current time and date into variables (ZX-TIME, ZX-DATE, and ZX-ABSTIME). It then moves the current absolute time into the ZX-ABSTIME variable, and moves the application ID (APPLID) and task ID (EIBTASKN) into other variables. Finally, it uses the CICS WRITE statement to write the data to the ZCEXPIRE file with a key of EIBTRNID and a length of ZC-LENGTH.

1400-UPDATE: This code moves the length of a parameter (ZC-PARM) into another variable (ZC-LENGTH), and then uses the CICS FORMATTIME statement to format the current time and date into variables (ZX-TIME, ZX-DATE, and ZX-ABSTIME). It then moves the current absolute time into the ZX-ABSTIME variable, and moves the application ID (APPLID) and task ID (EIBTASKN) into other variables. Finally, it uses the CICS REWRITE statement to update the data in the ZCEXPIRE file with a key of EIBTRNID and a length of ZC-LENGTH.",1100-CONTROL,"The COBOL code is a program that performs a read operation on a CICS file using the CICS READ statement. The program first performs an enqueue operation using the PERFORM statement, then moves the EIBTRNID to the ZX-KEY, the length of the ZX-RECORD to the ZX-LENGTH, and then executes the CICS READ statement. If the response from the read operation is NOTFND, the program performs a write operation using the PERFORM statement. If the response is NORMAL, the program performs an update operation using the PERFORM statement.",0.5,1
21,IBM_example-health-apis,X-COBOL/X-COBOL/COBOL_Files/IBM_example-health-apis/HCATDB01.cbl,"       INSERT-PATIENT-THRESHOLD.
           MOVE ' INSERT THRESHOLD' TO EM-SQLREQ
             EXEC SQL
               INSERT INTO THRESHOLD
                         ( PATIENTID,
                           HEARTRATE,
                           BLOODPRESSURE )
                  VALUES ( :DB2-PATIENT-ID,
                           :CA-HR-THRESHOLD,
                           :CA-BP-THRESHOLD )
             END-EXEC
             IF SQLCODE NOT EQUAL 0
               MOVE '90' TO CA-RETURN-CODE
               PERFORM WRITE-ERROR-MESSAGE
               EXEC CICS RETURN END-EXEC
             END-IF

           MOVE DB2-PATIENT-ID TO CA-PATIENT-ID.

           EXIT.","       01  DB2-OUT.

           03 DB2-PATIENT-ID        PIC S9(9) COMP.

       01  ERROR-MSG.

           03 EM-VARIABLE.

             05 EM-SQLREQ              PIC X(16) VALUE SPACES.
",['WRITE-ERROR-MESSAGE'],24,Insert row into Threshold table based on patient number,,,,"1. This code is written in COBOL, a programming language used for business applications.
2. It contains a mainline that moves spaces to the variables WRITE-MSG and WS-RECV.
3. It then executes CICS (Customer Information Control System) commands to assign values to these variables based on certain conditions.
4. The code also includes conditional logic to handle different scenarios and execute additional CICS commands as needed.
5. Finally, it writes data to two queues using CICS commands and returns control back to the calling program.",INSERT-PATIENT-THRESHOLD,"The COBOL code is used to insert a patient's threshold into a database. The threshold includes the patient's ID, heart rate, and blood pressure. The code uses SQL to insert the threshold values into the database table called THRESHOLD. If the SQL code returns an error, the code sets the return code to 90 and performs an error message write. Finally, the code moves the patient ID to a variable called CA-PATIENT-ID and exits.",1,1
9,bmcsoftware_vscode-ispw,X-COBOL/X-COBOL/COBOL_Files/bmcsoftware_vscode-ispw/CWBWCOBX.cbl,"       7000-PRINT-REGION-REPORT.
           IF REG-LINE-COUNT GREATER THAN 55
               PERFORM 7100-PRINT-REGION-HEADERS.
           MOVE SPACES TO REGION-DETAIL.
           MOVE REGION-NAME    (REGION-SUB) TO REG-DTL-REGION.
           MOVE REGION-MANAGER (REGION-SUB) TO REG-DTL-MANAGER.
           MOVE REGION-SALARY  (REGION-SUB) TO REG-DTL-SALARY.
           MOVE REGION-SALES   (REGION-SUB) TO REG-DTL-SALES.
           MOVE REGION-SALES   (REGION-SUB) TO CALC-SALES.
           MOVE REGION-COMMENT (REGION-SUB) TO REG-DTL-COMMENT.
           MOVE 'M' TO EMP-TYPE.
           CALL 'CWBWSUBC' USING EMP-TYPE,
                                 CALC-SALES,
                                 CALC-COMMISSION.
           MOVE CALC-COMMISSION TO REG-DTL-COMM.
           COMPUTE MGMT-COMPENSATION = CALC-COMMISSION +
                                      REGION-SALARY(REGION-SUB).
           ADD  MGMT-COMPENSATION TO GRAND-TOTAL-MGMT.
           MOVE MGMT-COMPENSATION TO REG-DTL-TOTAL.
           WRITE REPORT-RECORD FROM REGION-DETAIL.
           IF REGION-SUB = 4
              WRITE REPORT-RECORD FROM BLANK-LINE
              MOVE GRAND-TOTAL-MGMT TO MGMT-GRAND-TOTAL
              WRITE REPORT-RECORD FROM MGMT-TOTAL-DTL.
           ADD 1 TO REG-LINE-COUNT.
           ADD 1 TO REGION-SUB.","       01  REPORT-RECORD              PIC X(80).

       01  COUNTERS.

           05  REG-LINE-COUNT         PIC S99      VALUE +56.

       01  REGION-SUB                 PIC 9        VALUE 0.

       01  REGION-SALES-TABLE.

           05  REGION-DATA         OCCURS 4 TIMES.

               10  REGION-NAME       PIC X(5).

               10  REGION-MANAGER    PIC X(15).

               10  REGION-SALARY     PIC 9(4)V99.

               10  REGION-SALES      PIC 9(6)V99.

               10  REGION-COMMENT    PIC X(5).

       01  CALC-COMMISSION-FIELDS.

           05  EMP-TYPE              PIC X.

           05  CALC-SALES            PIC 9(6)V99           VALUE 0.

           05  CALC-COMMISSION       PIC 9(5)V99  COMP-3   VALUE 0.

       01  TOTAL-FIELDS.

           05  MGMT-COMPENSATION     PIC 9(5)V99    COMP-3.

       01  GRAND-TOTAL-FIELDS.

           05  GRAND-TOTAL-MGMT      PIC 9(7)V99   COMP-3  VALUE 0.

       01  EMPLOYEE-WORK-AREA.

           05  WA-EMP-TYPE           PIC X.

               88  SALES             VALUE 'S'.

       01  REGION-DETAIL.

           05  REG-DTL-MANAGER    PIC X(15).

           05  REG-DTL-REGION     PIC X(5).

           05  REG-DTL-SALES      PIC ZZZZZ9V99.

           05  REG-DTL-SALARY     PIC ZZZ9.99.

           05  REG-DTL-COMM       PIC ZZZZ9V99.

           05  REG-DTL-TOTAL      PIC ZZZZ9V99.

           05  REG-DTL-COMMENT    PIC X(5).

       01  MGMT-TOTAL-DTL.

           05  MGMT-GRAND-TOTAL   PIC ZZZZZZ9V99.

       01  BLANK-LINE             PIC X(80)   VALUE SPACES.

       01  PARMINFO.

           03  GRAND-TOTAL        PIC S9(7) COMP.
",['7100-PRINT-REGION-HEADERS'],25,COMPENSATION DATA FOR MANAGEMENT EMPLOYEES IS PRINTED TO THE REGIONAL SALES REPORT. THE TOTAL SALES FOR THE REGION IS PASSED TO THE CALLED PROGRAM WHICH CALCULATES COMMISSION. THIS REPORT IS GENERATED AT END-OF-MONTH.,,['CWBWSUBC'],,"<Explanation>
This code is part of a COBOL program that prints region headers for a report. It moves the current page count to a variable called ""REG-PAGE"", and then moves the year, month, and day values from a date field called ""TODAYS-DATE"" to variables called ""REG-RUN-YEAR"", ""REG-RUN-MONTH"", and ""REG-RUN-DAY"". It then writes several lines of text to a record called ""REPORT-RECORD"" using the ""WRITE"" statement, including the values of the variables just set. Finally, it adds 1 to the value in the ""PAGE-COUNT"" variable and sets the ""REG-LINE-COUNT"" variable to 4.",7000-PRINT-REGION-REPORT,"This COBOL code is used to print a region report. It checks if the number of lines in the report is greater than 55, and if so, it calls a subroutine to print region headers. It then moves various region details into a detail record and calls a subroutine to calculate commission. It updates grand total management and writes the report record. If the region subtotal is 4, it writes a blank line and the management grand total. It then increments the region subtotal and line count.",0.5,1
82,cicsdev_cics-async-api-redbooks,X-COBOL/X-COBOL/COBOL_Files/cicsdev_cics-async-api-redbooks/WEBHOME.cbl,"       CHECK-COMMAND.
           IF COMMAND-RESP NOT = DFHRESP(NORMAL)
           THEN
             PERFORM WEBHOME-ERROR
           END-IF
           .","       1 COMMAND-RESP            PIC S9(8) COMP.
",['WEBHOME-ERROR'],5,Routine to check command,,,,"### Response:
This code checks the value of the COMMAND- RESP variable and if it is not equal to the normal response, then it performs the action of printing an error message.",CHECK-COMMAND,"This COBOL code checks if the COMMAND-RESP variable is not equal to the value of the constant DFHRESP(NORMAL). If it is not equal, it performs a subroutine that initializes a status message, displays the text '*** Error occurred in WEBHOME.' on the screen with the current time, updates the current status to 'FAILED', and displays this text on the screen again. Finally, it executes a command to signal an error with the code 'WEBH' without creating a dump.",1,1
50,Martinfx_Cobol,X-COBOL/X-COBOL/COBOL_Files/Martinfx_Cobol/ForLoop.cbl,"       MAIN-PROCEDURE.

           PERFORM FOR-UNTIL-LOOP.
           PERFORM FOR-VAIRING-LOOP.
           GOBACK.

           FOR-UNTIL-LOOP SECTION.

           PERFORM UNTIL W-I > 20
             MOVE W-I TO W-J
             ADD 1 TO W-I

             PERFORM UNTIL W-J > 20
               COMPUTE W-K = W-J * W-I
               DISPLAY ""UNTIL: "" W-I  "" W-K: "" W-K "" = "" W-J "" * "" W-I
               ADD 1 TO W-J

             END-PERFORM
           END-PERFORM.


           FOR-VAIRING-LOOP SECTION.

           ADD 0 TO W-I
           ADD 0 TO W-J
           ADD 0 TO W-K

           PERFORM VARYING W-I FROM 1 BY 1 UNTIL W-I > 20
             MOVE W-I TO W-J
             ADD 1 TO W-I

             PERFORM VARYING W-J FROM 1 BY 1 UNTIL W-J > 20
               COMPUTE W-K = W-J * W-I
               DISPLAY ""VARYING: "" W-I  "" W-K: "" W-K "" = "" W-J "" * "" W-I
               ADD 1 TO W-J
             END-PERFORM

           END-PERFORM.","       01 W-I PIC 999 VALUE 0.

       01 W-J PIC 999 VALUE 0.

       01 W-K PIC 999 VALUE 0.
","['FOR-VAIRING-LOOP', 'FOR-UNTIL-LOOP']",37,Program demonstration for loop in cobol program.,,,,"### Response:
This code is written in COBOL, which is a programming language used for business applications. It contains a nested loop structure that uses the PERFORM verb to repeat a set of statements until a condition is met. The outer loop will continue to execute as long as the value of variable W-I is less than or equal to 30. Within the outer loop, there is an inner loop that also uses the PERFORM verb to repeat a set of statements until the value of variable W-J is greater than 40. Inside the inner loop, the value of W-K is calculated by multiplying the values of W-J and W-I, and then it is displayed using the DISPLAY verb.",MAIN-PROCEDURE,"The COBOL code above is a program that contains two loops, a loop that continues until a condition is met and a loop that runs a varying number of times. The first loop is used to repeat a set of instructions until a certain condition is satisfied. The second loop is used to repeat a set of instructions for a changing number of times. Finally, the GOBACK statement is used to return to the beginning of the program.",1,1
89,walmartlabs_zECS,X-COBOL/X-COBOL/COBOL_Files/walmartlabs_zECS/ECS001.cbl,"       Z1000-EXIT-PROGRAM.

           EXEC CICS SEND
                FROM  ( TERM-DATA )
                LENGTH( LENGTH OF TERM-DATA )
                ERASE
                NOHANDLE
           END-EXEC.

           EXEC CICS RETURN
           END-EXEC.","       01  I                           PIC 9(04) COMP.

       01  TERM-DATA.
",[],13,post appropiate message to terminal and exit.,,,,"### Response:
This code is used to send data from the mainframe to an interactive terminal. The program first sends the data using the CICS SEND command, which takes the data from the TERM-DATA variable, its length from the LENGTH OF TERM-DATA, and erases it after sending. Then, the program returns control back to the calling program using the CICS RETURN command.",Z1000-EXIT-PROGRAM,"This COBOL code is used to exit a program and send data to a terminal. The ""EXEC CICS SEND"" statement is used to send the data from the ""TERM-DATA"" variable to the terminal, and the ""EXEC CICS RETURN"" statement is used to return control to the CICS system. The ""FROM"" clause specifies the data to be sent, the ""LENGTH"" clause specifies the length of the data, and the ""ERASE"" clause erases the data after it has been sent. The ""NOHANDLE"" clause is used to prevent the program from generating a handle for the terminal data.",1,1
35,shamrice_COBOL-Roguelike,X-COBOL/X-COBOL/COBOL_Files/shamrice_COBOL-Roguelike/crl_editor.cbl,"       set-file-names.
           move function concatenate(
               function trim(ws-map-name), ws-data-file-ext)
               to ws-map-dat-file

           move function concatenate(
               function trim(ws-map-name), ws-teleport-file-ext)
               to ws-map-tel-file            

           move function concatenate(
               function trim(ws-map-name), ws-enemy-file-ext)
               to ws-map-enemy-file       
           
           exit paragraph.","       01  ws-map-files.  

           05  ws-map-name             pic x(15) value ""VOIDSPACE"".

           05  ws-map-dat-file         pic x(15).               

           05  ws-map-tel-file         pic x(15).

           05  ws-map-enemy-file       pic x(15).

       78  ws-data-file-ext               value "".DAT"".

       78  ws-teleport-file-ext           value "".TEL"".

       78  ws-enemy-file-ext              value "".BGS"".

       01  ws-enemy-data.

           05  ws-enemy             occurs 0 to ws-max-num-enemies times

                                    depending on ws-cur-num-enemies.
",[],14,Set file names based on map name,,,,"### Response:
This code is used to set file names for different types of files related to a map in a game. The <CODE>set-file-names</CODE> subroutine concatenates the map name with specific file extensions to create the file names for the map data, teleports, and enemies. The resulting file names are stored in the variables <CODE>ws-map-dat-file</CODE>, <CODE>ws-map-tel-file</CODE>, and <CODE>ws-map-enemy-file</CODE>. The file extensions are defined as <CODE>.DAT</CODE>, <CODE>.TEL</CODE>, and <CODE>.BGS</CODE> respectively.",set-file-names,"This COBOL code is responsible for setting file names based on a given map name. It uses the `concatenate` function to combine the map name with different file extensions to create the file names for the map data, teleportation, and enemy data. The resulting file names are stored in the variables `ws-map-dat-file`, `ws-map-tel-file`, and `ws-map-enemy-file`.",1,1
57,brazilofmux_gnucobol,X-COBOL/X-COBOL/COBOL_Files/brazilofmux_gnucobol/holidays_program_1.cbl,"0100-main.
    move 'N' to ye-success
    if (-27256 <= ye-year) and (ye-year <= 30826)
        move fielded_to_linear(ye-year, month, dom) to ye-lineardate
        move 'Y' to ye-success
    end-if.
    goback.","       01  month           pic 99      comp-5 value 12.

       01  dom             pic 99      comp-5 value 31.

       01  ye-year              pic s9(5)   comp-5.

       01  results.

           05  ye-lineardate        pic s9(8)   comp-5.

           05  ye-success           pic x.
",[],6,Returns the linear date for the last day of the given year.,,,,"### Response:
This code is written in COBOL and it checks whether the input year is within a certain range and then calculates the linear date based on the input year, month, and day. If the year is within the specified range, the code sets the success flag to ""Y"" and returns the calculated linear date. Otherwise, it sets the success flag to ""N"".",0100-main,"This COBOL code is used to calculate the linear date from the given year, month, and day. It first checks if the given year is within the valid range. If it is, it calls the fielded_to_linear function to calculate the linear date and sets the success flag to 'Y'. If the year is outside the valid range, it sets the success flag to 'N'.",0.5,1
116,walmartlabs_zECS,X-COBOL/X-COBOL/COBOL_Files/walmartlabs_zECS/ZECS001.cbl,"       1200-VALIDATION.
           MOVE 'Y'                    TO AUTHENTICATE.

           IF  WEB-SCHEME EQUAL DFHVALUE(HTTP)
               MOVE 'N'                TO AUTHENTICATE.

           IF  WEB-SCHEME EQUAL DFHVALUE(HTTPS)
               PERFORM 1210-ZCXXSD   THRU 1210-EXIT.","       01  AUTHENTICATE           PIC  X(01) VALUE SPACES.

       01  WEB-SCHEME             PIC S9(08) COMP VALUE ZEROES.
","['1210-EXIT', '1210-ZCXXSD']",7,"Basic Authentication is optional. When HTTP, Basic Authentication is not performed. When HTTPS, Basic Authentication is perform when the security model (ZCxxSD) is defined.",,,,1234,1200-VALIDATION,"The COBOL code is checking if the WEB-SCHEME is equal to either ""HTTP"" or ""HTTPS"". If it is equal to ""HTTP"", it sets the AUTHENTICATION to ""N"". If it is equal to ""HTTPS"", it performs the user authentication and data retrieval process through a simple program that ends execution.",0.75,1
115,walmartlabs_zECS,X-COBOL/X-COBOL/COBOL_Files/walmartlabs_zECS/ZECS001.cbl,"       1160-MOVE-URI.
           SUBTRACT   URI-PATH-POINTER  FROM  WEB-PATH-LENGTH
               GIVING URI-PATH-LENGTH.

           IF  URI-PATH-LENGTH GREATER THAN TWO-FIFTY-FIVE
               MOVE HTTP-KEY-PLUS           TO HTTP-400-TEXT
               PERFORM 9400-STATUS-400    THRU 9400-EXIT
               PERFORM 9000-RETURN        THRU 9000-EXIT.

           ADD  ONE   TO URI-PATH-POINTER.
           IF  URI-PATH-LENGTH GREATER THAN ZEROES
               MOVE WEB-PATH(URI-PATH-POINTER:URI-PATH-LENGTH)
               TO   URI-KEY(1:URI-PATH-LENGTH).","       01  TWO-FIFTY-FIVE         PIC S9(08) COMP VALUE 255.

       01  FIVE                   PIC S9(08) COMP VALUE  5.

       01  TWO                    PIC S9(08) COMP VALUE  2.

       01  ONE                    PIC S9(08) COMP VALUE  1.

       01  HTTP-400-TEXT          PIC  X(32) VALUE SPACES.

       01  HTTP-KEY-PLUS.

       01  URI-KEY                PIC X(255) VALUE LOW-VALUES.

       01  URI-PATH-POINTER       PIC S9(08) COMP VALUE ZEROES.

       01  URI-PATH-LENGTH        PIC S9(08) COMP VALUE ZEROES.

       01  WEB-PATH-LENGTH        PIC S9(08) COMP VALUE 512.

       01  WEB-PATH               PIC X(512) VALUE LOW-VALUES.
","['9400-EXIT', '9400-STATUS-400', '9000-EXIT', '9000-RETURN']",12,"Move URI key when present. When ?clear= is present, the key is ignored. In this case, a URI key is probably not be present.",,,,"The code inside the <CODE> and </CODE> tags is written in COBOL, which is a programming language used for business applications. It is part of a larger program that includes a data division and a procedure division. The data division defines the input and output data, while the procedure division contains the logic for processing the data.

In this specific code snippet, the ""9400-EXIT"" statement is a perform statement that directs the program to exit at the end of the current iteration of the enclosing PERFORM loop. The ""EXIT"" statement without any associated level number is a shorthand way of exiting the innermost currently executing PERFORM loop.

Overall, this code segment is a simple example of using the EXIT statement to terminate a loop in a COBOL program.",1160-MOVE-URI,"This COBOL code is used to move the URI path pointer and subtract the URI path length from the web path length. If the URI path length is greater than 255, it moves the HTTP key plus to the HTTP 400 text and performs the status 400 and exit. It then performs the return and exit. If the URI path length is greater than zero, it moves the web path to the URI key.",0.5,1
